date,week,ticker,occ,engine_took,decision,reason,outcome,realized_return,net_return,weight
2026-07-14 14:32,2026-W29,GDS,GDS260918C00036000,0,skip,,down,-0.5419,-0.7758,1.0
2026-07-14 14:32,2026-W29,EWZ,EWZ260717C00036000,0,skip,,down,-0.5682,-0.5909,0.2447
2026-07-14 14:32,2026-W29,DRAM,DRAM260717P00059000,0,skip,,up,0.4238,0.4071,0.0436
2026-07-14 14:32,2026-W29,CRWV,CRWV261218P00045000,0,skip,,up,0.3629,0.3414,0.0398
2026-07-14 14:32,2026-W29,PYPL,PYPL260918P00040000,0,skip,,down,-1.0,-1.0489,0.1483
2026-07-14 14:32,2026-W29,CRCL,CRCL260821C00100000,0,skip,,up,0.378,0.3171,0.1297
2026-07-14 14:32,2026-W29,PLTR,PLTR260717P00131000,0,TAKE,dark_pool.n_prints:HIGH & fundamentals.market_cap:HIGH & macro_context.execution_hour:LOW,down,-0.553,-0.5625,0.0481
2026-07-14 14:32,2026-W29,NBIS,NBIS260724P00130000,0,skip,,down,-0.5034,-0.5884,0.0199
2026-07-14 14:32,2026-W29,EQH,EQH261218C00050000,0,skip,,down,-0.55,-0.8192,1.0
2026-07-14 14:32,2026-W29,BMNR,BMNR270115C00020000,0,skip,,vertical,-0.1136,-0.1282,0.1299
2026-07-14 14:41,2026-W29,F,F260814C00014500,1,skip,,down,-0.7377,-0.8146,0.5
2026-07-14 14:41,2026-W29,SPY,SPY260821P00712000,0,skip,,up,0.5952,0.5899,0.0105
2026-07-14 14:41,2026-W29,F,F260918C00015000,0,skip,,up,0.3333,0.2963,0.6861
2026-07-14 14:41,2026-W29,AAPL,AAPL260724P00310000,0,TAKE,dark_pool.n_prints:HIGH & fundamentals.market_cap:HIGH & macro_context.execution_hour:LOW,down,-0.5052,-0.5069,0.0846
2026-07-14 14:41,2026-W29,SPY,SPY260717C00753000,0,skip,,down,-0.509,-0.5135,0.0116
2026-07-14 14:41,2026-W29,ETHA,ETHA261218P00015000,0,skip,,vertical,-0.0394,-0.0532,0.1439
2026-07-14 14:41,2026-W29,DIS,DIS260821P00095000,0,skip,,vertical,-0.24,-0.2533,0.4315
2026-07-14 14:41,2026-W29,ABNB,ABNB260724P00148000,0,skip,,down,-0.6737,-0.7197,0.2598
2026-07-14 14:41,2026-W29,AAPL,AAPL260724P00307500,0,TAKE,dark_pool.n_prints:HIGH & fundamentals.market_cap:HIGH & macro_context.execution_hour:LOW,down,-0.5426,-0.5493,0.0846
2026-07-14 14:41,2026-W29,XOP,XOP260821P00155000,0,skip,,down,-0.8,-0.9094,0.1351
2026-07-14 14:41,2026-W29,CHWY,CHWY260821P00020000,0,skip,,down,-0.696,-0.72,1.0
2026-07-14 14:41,2026-W29,XOP,XOP260821C00180000,0,skip,,down,-0.5201,-0.6476,0.1284
2026-07-14 14:41,2026-W29,WBD,WBD260821C00028000,0,skip,,down,-0.8522,-0.9174,1.0
2026-07-14 14:41,2026-W29,BIDU,BIDU260717C00113000,0,skip,,up,0.6636,0.5818,0.1857
2026-07-14 14:41,2026-W29,GLD,GLD260724P00370000,0,skip,,up,0.481,0.4494,0.0443
2026-07-14 14:41,2026-W29,XOP,XOP260717C00170000,0,skip,,down,-0.6882,-0.8495,0.14
2026-07-14 14:41,2026-W29,CLF,CLF270319P00010000,0,skip,,down,-0.9013,-0.9282,0.5161
2026-07-14 14:41,2026-W29,IGV,IGV260717C00094000,0,skip,,down,-0.6,-0.6385,0.7311
2026-07-14 14:41,2026-W29,SOFI,SOFI270115P00018000,0,skip,,vertical,0.1189,0.1136,0.0907
2026-07-14 14:41,2026-W29,XOP,XOP260717P00150000,0,skip,,down,-0.8627,-1.3137,0.125
2026-07-14 14:41,2026-W29,YETI,YETI260821P00047500,0,skip,,down,-0.6722,-0.6861,1.0
2026-07-14 14:52,2026-W29,BP,BP260814P00040000,1,skip,,down,-0.6026,-0.7509,0.5
2026-07-14 14:52,2026-W29,NOW,NOW260717C00107000,0,skip,,down,-0.5019,-0.523,0.1353
2026-07-14 14:52,2026-W29,TTWO,TTWO260717C00245000,0,skip,,down,-0.5061,-0.6349,0.25
2026-07-14 14:52,2026-W29,NVO,NVO261016C00055000,0,skip,,up,0.3095,0.2643,0.3401
2026-07-14 14:52,2026-W29,BP,BP261016P00037000,0,skip,,vertical,-0.3039,-0.3382,0.5623
2026-07-14 14:52,2026-W29,UNH,UNH260717P00380000,0,skip,,down,-0.9824,-1.0294,0.0459
2026-07-14 14:52,2026-W29,FRMI,FRMI261120P00006000,0,skip,,vertical,-0.0471,-0.0912,0.6453
2026-07-14 14:52,2026-W29,IBIT,IBIT270115P00029000,0,skip,,vertical,-0.039,-0.0519,0.0507
2026-07-14 14:52,2026-W29,EWZ,EWZ260821C00038000,0,skip,,down,-0.5,-0.5083,0.2136
2026-07-14 14:52,2026-W29,PLTR,PLTR260717C00134000,0,TAKE,dark_pool.n_prints:HIGH & fundamentals.market_cap:HIGH & macro_context.execution_hour:LOW,up,0.3672,0.3594,0.0872
2026-07-14 14:52,2026-W29,DKNG,DKNG260821C00027500,0,skip,,down,-0.5504,-0.5698,0.3333
2026-07-14 14:52,2026-W29,TQQQ,TQQQ260717C00075000,0,skip,,up,0.3481,0.3343,0.1757
2026-07-14 14:52,2026-W29,ZETA,ZETA260918C00022500,0,skip,,vertical,-0.1516,-0.2081,0.4143
2026-07-14 15:02,2026-W29,HYG,HYG260814P00076500,1,skip,,down,-0.8913,-1.1854,0.5
2026-07-14 15:02,2026-W29,LRCX,LRCX260724P00277500,0,skip,,up,0.4324,0.3132,0.0804
2026-07-14 15:02,2026-W29,NFLX,NFLX260717C00076000,0,skip,,up,0.4257,0.4183,0.0507
2026-07-14 15:02,2026-W29,NVDA,NVDA260717C00207500,0,TAKE,dark_pool.n_prints:HIGH & fundamentals.market_cap:HIGH & macro_context.execution_hour:LOW,up,0.3652,0.3507,0.0281
2026-07-14 15:02,2026-W29,COIN,COIN260717C00170000,0,skip,,up,0.3176,0.2882,0.0827
2026-07-14 15:02,2026-W29,CVX,CVX260724C00190000,0,skip,,down,-0.6476,-0.7381,0.2323
2026-07-14 15:02,2026-W29,IBIT,IBIT270115C00041000,0,skip,,vertical,-0.0429,-0.05,0.0505
2026-07-14 15:02,2026-W29,HYG,HYG261218P00075000,0,skip,,down,-0.9796,-0.9898,0.594
2026-07-14 15:02,2026-W29,SPY,SPY260717C00752000,0,skip,,down,-0.5027,-0.5053,0.0115
2026-07-14 15:02,2026-W29,IREN,IREN260717P00038000,0,skip,,down,-0.5207,-0.5355,0.038
2026-07-14 15:02,2026-W29,IBIT,IBIT261016C00037000,0,skip,,vertical,-0.0607,-0.0732,0.0505
2026-07-14 15:02,2026-W29,CRM,CRM260717P00170000,0,skip,,down,-0.5036,-0.5277,0.1269
2026-07-14 15:02,2026-W29,HPQ,HPQ260724P00026000,0,skip,,up,0.3158,0.2982,1.0
2026-07-14 15:02,2026-W29,GLD,GLD260717P00359000,0,skip,,up,0.381,0.2619,0.0513
2026-07-14 15:02,2026-W29,CCL,CCL260821P00027000,0,skip,,vertical,0.0,-0.0109,0.3179
2026-07-14 15:02,2026-W29,ELF,ELF260717C00072000,0,skip,,down,-0.536,-0.5827,1.0
2026-07-14 15:02,2026-W29,TQQQ,TQQQ260717C00077500,0,skip,,down,-0.5851,-0.6383,0.1474
2026-07-14 15:02,2026-W29,RKLB,RKLB260717P00080000,0,skip,,up,0.3345,0.3201,0.1691
2026-07-14 15:02,2026-W29,KR,KR260731P00059000,0,skip,,up,0.3019,0.261,0.3729
2026-07-14 15:02,2026-W29,SPCX,SPCX261016P00115000,0,TAKE,dark_pool.n_prints:HIGH & fundamentals.market_cap:HIGH & macro_context.execution_hour:LOW,up,0.3119,0.297,0.0265
2026-07-14 15:12,2026-W29,KRE,KRE260814C00078500,1,skip,,down,-0.6368,-0.8176,0.2
2026-07-14 15:12,2026-W29,CRWD,CRWD260821C00287500,0,skip,,down,-0.582,-0.6429,0.0842
2026-07-14 15:12,2026-W29,QQQ,QQQ260731C00750000,0,skip,,down,-0.5013,-0.5106,0.02
2026-07-14 15:12,2026-W29,QQQ,QQQ260714P00724000,0,skip,,up,0.4269,0.4254,0.0267
2026-07-14 15:12,2026-W29,CRWD,CRWD260821C00280000,0,skip,,down,-0.5215,-0.5766,0.0842
2026-07-14 15:12,2026-W29,WULF,WULF260731P00022000,0,skip,,up,0.3219,0.3063,0.0858
2026-07-14 15:12,2026-W29,QQQ,QQQ260714C00722000,0,skip,,down,-0.5649,-0.5763,0.0267
2026-07-14 15:12,2026-W29,IWM,IWM260814P00288000,0,skip,,vertical,0.0101,0.0025,0.0589
2026-07-14 15:12,2026-W29,XOP,XOP260724C00167000,0,skip,,down,-0.7262,-0.8075,0.135
2026-07-14 15:12,2026-W29,PANW,PANW260724P00300000,0,skip,,down,-0.9267,-1.03,0.0952
2026-07-14 15:12,2026-W29,CMPS,CMPS260821P00015000,0,skip,,vertical,0.0581,0.0419,0.9873
2026-07-14 15:12,2026-W29,KRE,KRE260821C00077000,0,skip,,up,0.3652,0.3483,0.1404
2026-07-14 15:12,2026-W29,NKE,NKE260918C00045000,0,skip,,up,0.369,0.3512,0.9969
2026-07-14 15:12,2026-W29,WULF,WULF260717P00020000,0,skip,,up,0.3451,0.323,0.0849
2026-07-14 15:12,2026-W29,WULF,WULF260717C00021000,0,skip,,down,-0.8049,-0.8171,0.0847
2026-07-14 15:12,2026-W29,OMER,OMER260821C00010000,0,skip,,down,-1.0,-1.0294,0.6544
2026-07-14 15:12,2026-W29,OMER,OMER260821P00010000,0,skip,,down,-0.6,-0.6208,0.5
2026-07-14 15:21,2026-W29,CELH,CELH260814C00031000,1,skip,,vertical,-0.3289,-0.425,0.6411
2026-07-14 15:21,2026-W29,IBIT,IBIT260821C00035000,0,skip,,vertical,-0.0717,-0.0887,0.0502
2026-07-14 15:21,2026-W29,COIN,COIN260724C00175000,0,skip,,up,0.3136,0.2735,0.0659
2026-07-14 15:21,2026-W29,SPY,SPY260717P00742000,0,skip,,down,-0.6075,-0.6122,0.0133
2026-07-14 15:21,2026-W29,CELH,CELH261016C00042500,0,skip,,down,-1.0,-1.0324,0.3333
2026-07-14 15:21,2026-W29,SEDG,SEDG260717C00055000,0,skip,,down,-0.5507,-0.596,0.5
2026-07-14 15:21,2026-W29,XLV,XLV260731P00158000,0,skip,,down,-0.7402,-0.7819,0.2745
2026-07-14 15:21,2026-W29,IBIT,IBIT260724C00037000,0,skip,,up,0.3729,0.3644,0.0647
2026-07-14 15:21,2026-W29,EWJ,EWJ260821P00088000,0,skip,,down,-0.58,-0.705,1.0
2026-07-14 15:21,2026-W29,AMSC,AMSC260717C00034000,0,skip,,down,-0.7837,-0.8449,1.0
2026-07-14 15:21,2026-W29,MU,MU260727C00970000,0,skip,,down,-0.5205,-0.5609,0.0169
2026-07-14 15:32,2026-W29,KR,KR260814P00056000,1,skip,,down,-0.6123,-0.758,0.3333
2026-07-14 15:32,2026-W29,GOOG,GOOG260717C00357500,0,skip,,up,0.6947,0.6618,0.1136
2026-07-14 15:32,2026-W29,NVDA,NVDA260717C00210000,0,TAKE,dark_pool.n_prints:HIGH & fundamentals.market_cap:HIGH & macro_context.execution_hour:LOW,up,0.3941,0.3898,0.0252
2026-07-14 15:32,2026-W29,SPY,SPY260720C00755000,0,skip,,down,-0.5016,-0.5048,0.0115
2026-07-14 15:32,2026-W29,CRCL,CRCL260821C00080000,0,skip,,up,0.3014,0.262,0.127
2026-07-14 15:32,2026-W29,DRAM,DRAM260724C00070000,0,skip,,down,-0.563,-0.6134,0.0425
2026-07-14 15:32,2026-W29,KR,KR260918P00060000,0,skip,,vertical,-0.0582,-0.0772,0.4287
2026-07-14 15:32,2026-W29,ASTS,ASTS260717P00070000,0,skip,,up,0.375,0.3485,0.0979
2026-07-14 15:32,2026-W29,BMNR,BMNR260717C00015000,0,skip,,down,-0.7254,-0.7465,0.1425
2026-07-14 15:32,2026-W29,DRAM,DRAM260724C00065000,0,skip,,down,-0.5184,-0.5388,0.0425
2026-07-14 15:32,2026-W29,SOXL,SOXL260717C00195000,0,skip,,down,-0.5464,-0.5821,0.0218
2026-07-14 15:42,2026-W29,BKNG,BKNG260821P00160000,0,skip,,down,-0.7675,-0.7925,0.3333
2026-07-14 15:42,2026-W29,LRCX,LRCX260717C00380000,0,skip,,down,-0.5971,-0.6406,0.0802
2026-07-14 15:42,2026-W29,INTC,INTC260717C00110000,0,skip,,down,-0.5952,-0.6091,0.1084
2026-07-14 15:42,2026-W29,FCX,FCX261016P00050000,0,skip,,up,0.3043,0.2772,0.6686
2026-07-14 15:42,2026-W29,XLE,XLE270319C00060000,0,skip,,vertical,0.0971,0.0829,0.0737
2026-07-14 15:42,2026-W29,SOFI,SOFI260918C00020000,0,skip,,vertical,-0.3649,-0.3716,0.0902
2026-07-14 15:42,2026-W29,XLF,XLF260717C00054000,0,skip,,vertical,-0.0644,-0.0794,0.1702
2026-07-14 15:42,2026-W29,EEM,EEM260930P00058000,0,skip,,vertical,-0.0065,-0.0523,0.298
2026-07-14 15:42,2026-W29,DRAM,DRAM260724C00070500,0,skip,,down,-0.56,-0.652,0.0424
2026-07-14 15:42,2026-W29,RBRK,RBRK260821C00105000,0,skip,,down,-0.5515,-0.6879,0.5
2026-07-14 15:42,2026-W29,TLT,TLT260724P00085000,0,skip,,up,0.3407,0.3352,0.0312
2026-07-14 15:42,2026-W29,GLD,GLD260715P00379000,0,skip,,up,0.3411,0.3009,0.049
2026-07-14 15:52,2026-W29,BSX,BSX260814P00041000,1,skip,,down,-0.6167,-0.6984,0.414
2026-07-14 15:52,2026-W29,SPY,SPY260918P00650000,0,skip,,up,0.3615,0.3577,0.0103
2026-07-14 15:52,2026-W29,UMC,UMC260821P00024000,0,skip,,up,0.5797,0.5542,1.0
2026-07-14 15:52,2026-W29,BSX,BSX270319P00035000,0,skip,,down,-0.7655,-0.8,0.4922
2026-07-14 15:52,2026-W29,AXTI,AXTI260821P00040000,0,skip,,up,0.322,0.2732,0.1871
2026-07-14 15:52,2026-W29,TLT,TLT260717C00084000,0,skip,,down,-0.7333,-0.7444,0.0312
2026-07-14 15:52,2026-W29,DYN,DYN261218P00022500,0,skip,,vertical,-0.331,-0.4862,1.0
2026-07-14 15:52,2026-W29,IBIT,IBIT260807C00037000,0,skip,,down,-0.6077,-0.6269,0.0504
2026-07-14 15:52,2026-W29,IBIT,IBIT260828P00037000,0,skip,,vertical,0.0145,0.0095,0.0498
2026-07-14 15:52,2026-W29,RIVN,RIVN260821C00019000,0,skip,,up,0.4259,0.412,0.2923
2026-07-14 15:52,2026-W29,CLSK,CLSK270115C00015000,0,skip,,vertical,-0.231,-0.2803,0.2835
2026-07-14 15:52,2026-W29,PYPL,PYPL260731C00048000,0,skip,,up,2.64,2.6229,0.1454
2026-07-14 15:52,2026-W29,STZ,STZ260821C00145000,0,skip,,up,0.3931,0.3069,0.2587
2026-07-14 15:52,2026-W29,PAAS,PAAS260821P00042000,0,skip,,vertical,0.1429,0.1122,0.3341
2026-07-14 16:02,2026-W29,BBWI,BBWI260814C00021000,1,skip,,down,-0.5,-0.6613,0.5
2026-07-14 16:02,2026-W29,QCOM,QCOM260724P00162500,0,skip,,up,0.356,0.29,0.0701
2026-07-14 16:02,2026-W29,BBWI,BBWI280121C00035000,0,skip,,down,-0.6392,-0.7471,0.9734
2026-07-14 16:02,2026-W29,NVDA,NVDA260724C00215000,0,TAKE,dark_pool.n_prints:HIGH & fundamentals.market_cap:HIGH & macro_context.execution_hour:LOW,up,0.3556,0.3476,0.0222
2026-07-14 16:02,2026-W29,MDT,MDT260821C00082500,0,skip,,up,0.3631,0.2834,1.0
2026-07-14 16:02,2026-W29,C,C260731C00137000,0,skip,,down,-0.5052,-0.5069,0.1665
2026-07-14 16:02,2026-W29,SLN,SLN260821C00010000,0,skip,,down,-0.6772,-0.6772,1.0
2026-07-14 16:02,2026-W29,KPTI,KPTI261120P00007500,0,skip,,down,-0.515,-0.64,1.0
2026-07-14 16:02,2026-W29,DRAM,DRAM260717P00063000,0,skip,,up,0.4811,0.4608,0.0423
2026-07-14 16:02,2026-W29,IBIT,IBIT260821P00032000,0,skip,,vertical,-0.0714,-0.0952,0.0498
2026-07-14 16:02,2026-W29,KR,KR260821P00057500,0,skip,,down,-1.0,-1.0246,0.3333
2026-07-14 16:02,2026-W29,AAL,AAL260918C00017000,0,skip,,vertical,-0.4545,-0.4636,0.1946
2026-07-14 16:02,2026-W29,MRTN,MRTN260821C00017500,0,skip,,down,-0.6381,-0.8048,1.0
2026-07-14 16:02,2026-W29,BABA,BABA260717C00114000,0,skip,,up,2.1117,2.1089,0.0371
2026-07-14 16:02,2026-W29,AAL,AAL261120C00020000,0,skip,,vertical,-0.4167,-0.4286,0.1946
2026-07-14 16:02,2026-W29,EQPT,EQPT260717C00017500,0,skip,,down,-0.5846,-0.7769,1.0
2026-07-14 16:02,2026-W29,XLE,XLE260918C00060000,0,skip,,vertical,0.2148,0.2111,0.0735
2026-07-14 16:02,2026-W29,GRAL,GRAL260717P00075000,0,skip,,down,-0.703,-0.7636,1.0
2026-07-14 16:12,2026-W29,PCT,PCT260814C00007000,1,skip,,down,-0.5529,-0.6461,0.5
2026-07-14 16:12,2026-W29,CSCO,CSCO260724C00118000,0,skip,,down,-0.5563,-0.5875,0.148
2026-07-14 16:12,2026-W29,MSTR,MSTR260821P00060000,0,skip,,vertical,-0.3782,-0.4328,0.0494
2026-07-14 16:12,2026-W29,CRCL,CRCL260717P00065000,0,skip,,down,-0.5065,-0.5325,0.1171
2026-07-14 16:12,2026-W29,QQQ,QQQ260717P00700000,0,skip,,down,-0.6257,-0.6345,0.0195
2026-07-14 16:12,2026-W29,IWM,IWM260724C00296000,0,skip,,down,-0.6758,-0.6826,0.0616
2026-07-14 16:12,2026-W29,SPY,SPY260715C00750000,0,skip,,up,0.4308,0.4269,0.016
2026-07-14 16:12,2026-W29,PCT,PCT260821C00008000,0,skip,,down,-0.6167,-0.7417,0.5
2026-07-14 16:12,2026-W29,PDD,PDD260724C00085000,0,skip,,up,0.4595,0.4541,1.0
2026-07-14 16:12,2026-W29,CCL,CCL260918C00027000,0,skip,,vertical,-0.0829,-0.1077,0.3074
2026-07-14 16:12,2026-W29,NFLX,NFLX260717P00073000,0,skip,,up,1.7407,1.7352,0.0459
2026-07-14 16:12,2026-W29,NFLX,NFLX260717P00070000,0,skip,,up,0.3429,0.3357,0.0517
2026-07-14 16:12,2026-W29,EEM,EEM260930C00068000,0,skip,,down,-0.5281,-0.5516,0.2771
2026-07-14 16:12,2026-W29,AMC,AMC260821C00002000,0,skip,,down,-0.75,-0.7656,0.5
2026-07-14 16:12,2026-W29,CLF,CLF260821C00009000,0,skip,,down,-0.9073,-0.9371,0.5
2026-07-14 16:12,2026-W29,BNO,BNO260731C00050000,0,skip,,down,-0.6524,-0.7,0.5
2026-07-14 16:12,2026-W29,TLT,TLT260828C00085500,0,skip,,vertical,0.0161,-0.0,0.0291
2026-07-14 16:12,2026-W29,CMG,CMG260821C00040000,0,skip,,down,-0.5196,-0.5343,0.2423
2026-07-14 16:12,2026-W29,PG,PG260731P00145000,0,skip,,down,-0.5178,-0.5521,0.5
2026-07-14 16:12,2026-W29,TQQQ,TQQQ260717P00075000,0,skip,,down,-0.5202,-0.5493,0.1453
2026-07-14 16:12,2026-W29,ATI,ATI260717C00190000,0,skip,,down,-0.705,-0.7425,0.2854
2026-07-14 16:22,2026-W29,MO,MO260814P00068000,1,skip,,down,-0.5804,-0.7478,0.5
2026-07-14 16:22,2026-W29,IWM,IWM260720P00295000,0,skip,,down,-0.5037,-0.5167,0.0673
2026-07-14 16:22,2026-W29,QQQ,QQQ260716C00725000,0,skip,,up,0.3208,0.3125,0.024
2026-07-14 16:22,2026-W29,SPY,SPY260715C00755000,0,skip,,up,0.4237,0.4068,0.0157
2026-07-14 16:22,2026-W29,IWM,IWM260727C00300000,0,skip,,down,-0.7134,-0.7261,0.0611
2026-07-14 16:22,2026-W29,MO,MO260821P00067500,0,skip,,down,-0.6529,-0.6777,0.3959
2026-07-14 16:22,2026-W29,GEHC,GEHC260821C00062500,0,skip,,up,0.3519,0.3056,1.0
2026-07-14 16:22,2026-W29,U,U260821C00033000,0,skip,,vertical,-0.4,-0.4113,0.5
2026-07-14 16:22,2026-W29,UAL,UAL260724P00115000,0,skip,,down,-0.5854,-0.6411,0.2546
2026-07-14 16:22,2026-W29,ASTS,ASTS260717C00070000,0,skip,,down,-0.5551,-0.5699,0.0953
2026-07-14 16:22,2026-W29,BABA,BABA260717C00116000,0,skip,,up,2.3667,2.35,0.0371
2026-07-14 16:22,2026-W29,EWY,EWY260717P00150000,0,skip,,down,-0.64,-0.74,0.0663
2026-07-14 16:22,2026-W29,GDDY,GDDY260821C00100000,0,skip,,vertical,-0.0135,-0.0676,0.6785
2026-07-14 16:22,2026-W29,WEN,WEN270115C00008000,0,skip,,vertical,-0.1478,-0.213,1.0
2026-07-14 16:22,2026-W29,BMNR,BMNR261120C00024000,0,skip,,vertical,-0.2429,-0.2714,0.1259
2026-07-14 16:33,2026-W29,WFC,WFC260717C00085000,0,skip,,up,0.6791,0.6493,0.3471
2026-07-14 16:33,2026-W29,SPY,SPY260720P00745000,0,skip,,down,-0.5739,-0.5783,0.013
2026-07-14 16:33,2026-W29,NBIS,NBIS260717C00222500,0,skip,,down,-0.5355,-0.6097,0.0218
2026-07-14 16:33,2026-W29,CRCL,CRCL260724C00065000,0,skip,,up,0.3879,0.3727,0.1164
2026-07-14 16:33,2026-W29,EFOR,EFOR260821P00017500,0,skip,,down,-0.7767,-0.8,1.0
2026-07-14 16:33,2026-W29,DRAM,DRAM260717P00063500,0,skip,,up,0.3123,0.3055,0.0421
2026-07-14 16:33,2026-W29,DHT,DHT260821C00020000,0,skip,,down,-0.5818,-0.6727,1.0
2026-07-14 16:33,2026-W29,ZS,ZS260821P00120000,0,skip,,vertical,-0.0172,-0.0718,0.1065
2026-07-14 16:33,2026-W29,SOXL,SOXL260717P00123000,0,skip,,down,-0.744,-0.808,0.0214
2026-07-14 16:33,2026-W29,STZ,STZ260918C00140000,0,skip,,down,-1.0,-1.0385,0.25
2026-07-14 16:33,2026-W29,EEM,EEM261016C00068000,0,skip,,down,-0.651,-0.7215,0.1677
2026-07-14 16:33,2026-W29,BTBT,BTBT270115C00001500,0,skip,,down,-0.5556,-0.5794,1.0
2026-07-14 16:42,2026-W29,B,B260814C00038000,1,skip,,down,-0.5118,-0.6216,0.4986
2026-07-14 16:42,2026-W29,NVDA,NVDA260715C00207500,0,TAKE,dark_pool.n_prints:HIGH & fundamentals.market_cap:HIGH & macro_context.execution_hour:LOW,up,0.3469,0.3312,0.0233
2026-07-14 16:42,2026-W29,GOOG,GOOG260717C00355000,0,skip,,up,0.4384,0.4247,0.123
2026-07-14 16:42,2026-W29,CAPR,CAPR260821P00012000,0,skip,,down,-0.6103,-0.8154,0.3333
2026-07-14 16:42,2026-W29,JPM,JPM260717P00335000,0,skip,,up,0.4593,0.4037,0.3287
2026-07-14 16:42,2026-W29,IWM,IWM260727C00299000,0,skip,,up,0.3385,0.3282,0.0605
2026-07-14 16:42,2026-W29,AMZN,AMZN260717C00247500,0,TAKE,dark_pool.n_prints:HIGH & fundamentals.market_cap:HIGH & macro_context.execution_hour:LOW,up,0.3074,0.3019,0.0817
2026-07-14 16:42,2026-W29,FIG,FIG260821P00020000,0,skip,,down,-1.0,-1.0369,0.1792
2026-07-14 16:42,2026-W29,INTC,INTC260715C00108000,0,skip,,up,0.3483,0.3315,0.1365
2026-07-14 16:42,2026-W29,B,B270115C00040000,0,skip,,vertical,-0.3475,-0.3975,0.4479
2026-07-14 16:42,2026-W29,WULF,WULF260731C00023500,0,skip,,down,-0.6667,-0.7105,0.081
2026-07-14 16:42,2026-W29,S,S260724P00020500,0,skip,,down,-1.0,-1.025,0.7652
2026-07-14 16:42,2026-W29,CVX,CVX260731C00185000,0,skip,,up,0.3147,0.3074,0.2315
2026-07-14 16:42,2026-W29,LUV,LUV260731P00047000,0,skip,,down,-0.7835,-0.799,1.0
2026-07-14 16:42,2026-W29,DIA,DIA260717C00525000,0,skip,,up,0.4115,0.3802,0.0988
2026-07-14 16:42,2026-W29,AFRM,AFRM260731P00080000,0,skip,,up,0.3135,0.2817,0.3935
2026-07-14 16:52,2026-W29,APLD,APLD260814C00029000,1,skip,,down,-0.5775,-0.6416,0.1928
2026-07-14 16:52,2026-W29,NVDA,NVDA260717P00210000,0,TAKE,dark_pool.n_prints:HIGH & fundamentals.market_cap:HIGH & macro_context.execution_hour:LOW,up,0.3531,0.3453,0.0163
2026-07-14 16:52,2026-W29,TSLA,TSLA260715P00395000,0,skip,,down,-0.6818,-0.6894,0.0305
2026-07-14 16:52,2026-W29,SPY,SPY260715P00750000,0,skip,,down,-0.8372,-0.8401,0.013
2026-07-14 16:52,2026-W29,SPY,SPY261218P00560000,0,skip,,vertical,0.1383,0.1369,0.01
2026-07-14 16:52,2026-W29,NOK,NOK270617C00010000,0,skip,,vertical,-0.2701,-0.2831,0.1415
2026-07-14 16:52,2026-W29,APLD,APLD260821C00035000,0,skip,,down,-0.6011,-0.6124,0.193
2026-07-14 16:52,2026-W29,DIA,DIA260717C00526000,0,skip,,up,0.3803,0.3416,0.0909
2026-07-14 16:52,2026-W29,RIVN,RIVN261016C00020000,0,skip,,up,0.3252,0.319,0.2629
2026-07-14 16:52,2026-W29,ZS,ZS260821C00195000,0,skip,,down,-0.6245,-0.6469,0.1083
2026-07-14 16:52,2026-W29,INFQ,INFQ260821C00012500,0,skip,,down,-1.0,-1.0333,1.0
2026-07-14 16:52,2026-W29,CTSH,CTSH261016C00047500,0,skip,,vertical,-0.0909,-0.1439,0.4842
2026-07-14 16:52,2026-W29,BITX,BITX260717P00012500,0,skip,,down,-1.0,-1.0278,0.2508
2026-07-14 17:03,2026-W29,ETHA,ETHA260814C00014500,1,skip,,down,-1.0,-1.0853,0.1262
2026-07-14 17:03,2026-W29,NFLX,NFLX260918C00080000,0,skip,,down,-0.8348,-0.8565,0.0457
2026-07-14 17:03,2026-W29,AAPL,AAPL260720C00315000,0,TAKE,dark_pool.n_prints:HIGH & fundamentals.market_cap:HIGH & macro_context.execution_hour:LOW,up,1.1913,1.1478,0.0834
2026-07-14 17:03,2026-W29,IREN,IREN260724P00036500,0,skip,,down,-0.5111,-0.5825,0.0372
2026-07-14 17:03,2026-W29,SPY,SPY260722P00727000,0,skip,,down,-0.5077,-0.5154,0.0129
2026-07-14 17:03,2026-W29,IWM,IWM260727P00290000,0,skip,,up,0.3058,0.2961,0.0562
2026-07-14 17:03,2026-W29,IREN,IREN260724P00035000,0,skip,,down,-0.5067,-0.5467,0.0375
2026-07-14 17:03,2026-W29,ETHA,ETHA270115C00015000,0,skip,,vertical,-0.1268,-0.1366,0.1327
2026-07-14 17:03,2026-W29,CVS,CVS260717C00105000,0,skip,,down,-0.6931,-0.7475,0.2
2026-07-14 17:03,2026-W29,BITX,BITX260717P00014000,0,skip,,vertical,0.0629,0.044,0.3251
2026-07-14 17:03,2026-W29,GE,GE260918P00260000,0,skip,,down,-0.5159,-0.6349,0.1667
2026-07-14 17:03,2026-W29,AA,AA280121P00025000,0,skip,,vertical,-0.1172,-0.1685,0.4029
2026-07-14 17:03,2026-W29,TLT,TLT260717P00087000,0,skip,,vertical,-0.1206,-0.1223,0.0289
2026-07-14 17:03,2026-W29,GME,GME260717C00022000,0,skip,,down,-0.5306,-0.5408,0.417
2026-07-14 17:03,2026-W29,TLT,TLT260717P00085500,0,skip,,vertical,-0.3309,-0.3813,0.0289
